"traeger","priv_schule_typ","name","ort","plz","lng","lat"
"oeff","","33. Schule (Grundschule)","Berlin Lichtenberg","10365",13.501286,52.5163599
"oeff","","34. Schule (Grundschule)","Berlin Lichtenberg","13055",13.4987,52.54825
"oeff","","35. Schule (Grundschule)","Berlin Lichtenberg","10319",13.502605,52.4985532
"oeff","","Havelmüller-Grundschule","Berlin Reinickendorf","13507",13.2849359,52.5785116
"oeff","","Grundschule am Schäfersee","Berlin Reinickendorf","13407",13.3554,52.5622
"oeff","","Reginhard-Grundschule","Berlin Reinickendorf","13409",13.3703007,52.5631406
"oeff","","Till-Eulenspiegel-Grundschule","Berlin Reinickendorf","13407",13.3443823,52.5738544
"oeff","","Kolumbus-Grundschule","Berlin Reinickendorf","13409",13.366142,52.5753191
"oeff","","Hausotter-Grundschule","Berlin Reinickendorf","13409",13.3749715,52.5696247
"oeff","","Mark-Twain-Grundschule","Berlin Reinickendorf","13403",13.3263999,52.56864
"oeff","","Grundschule an der Peckwisch","Berlin Reinickendorf","13439",13.3486899,52.59299
"oeff","","Peter-Witte-Grundschule","Berlin Reinickendorf","13437",13.33039,52.5863
"oeff","","Ringelnatz-Grundschule","Berlin Reinickendorf","13437",13.3378679,52.5862188
"oeff","","Borsigwalder Grundschule","Berlin Reinickendorf","13509",13.30561,52.58822
"oeff","","Franz-Marc-Grundschule","Berlin Reinickendorf","13507",13.2827965,52.5882274
"oeff","","Alfred-Brehm-Grundschule","Berlin Reinickendorf","13507",13.28368,52.57359
"oeff","","Hoffmann-von-Fallersleben-Grundschule","Berlin Reinickendorf","13509",13.29515,52.58744
"oeff","","Ellef-Ringnes-Grundschule","Berlin Reinickendorf","13503",13.2320227,52.6080259
"oeff","","Grundschule am Tegelschen Ort","Berlin Reinickendorf","13505",13.2280065,52.576181
"oeff","","Münchhausen-Grundschule","Berlin Reinickendorf","13469",13.31718,52.60851
"oeff","","Grundschule am Vierrutenberg","Berlin Reinickendorf","13469",13.3393955,52.6175155
"oeff","","Grundschule am Fließtal","Berlin Reinickendorf","13467",13.32062,52.61528
"oeff","","Gustav-Dreyer-Grundschule","Berlin Reinickendorf","13467",13.3037899,52.61309
"oeff","","Victor-Gollancz-Grundschule","Berlin Reinickendorf","13465",13.28757,52.63826
"oeff","","Renée-Sintenis-Grundschule","Berlin Reinickendorf","13465",13.27237,52.63695
"oeff","","Märkische Grundschule","Berlin Reinickendorf","13439",13.3604362,52.5950094
"oeff","","Chamisso-Grundschule","Berlin Reinickendorf","13435",13.3580546,52.6017386
"oeff","","Grundschule in den Rollbergen","Berlin Reinickendorf","13469",13.335731,52.609905
"oeff","","Hermann-Schulz-Grundschule","Berlin Reinickendorf","13403",13.32554,52.57359
"oeff","","Reineke-Fuchs-Grundschule","Berlin Reinickendorf","13403",13.3101218,52.5742034
"oeff","","Charlie-Chaplin-Grundschule","Berlin Reinickendorf","13439",13.3644276,52.5972944
"oeff","","Lauterbach-Grundschule","Berlin Reinickendorf","13435",13.3595143,52.6038823
"oeff","","Otfried-Preußler-Grundschule","Berlin Reinickendorf","13503",13.228818,52.6126451
"priv","Waldorf","Freie Waldorfschule Berlin Mitte","Berlin Mitte","10178",13.4048468,52.525972
"priv","Waldorf","Freie Waldorfschule Kreuzberg","Berlin Friedrichshain-Kreuzberg","10969",13.4021375,52.5033269
"priv","Waldorf","Freie Waldorfschule am Prenzlauer Berg","Berlin Pankow","10409",13.4542327,52.5444649
"priv","Waldorf","Annie-Heuser-Schule","Berlin Charlottenburg-Wilmersdorf","10709",13.3048252,52.4893395
"priv","Waldorf","Freie Waldorfschule Havelhöhe - Eugen Kolisko","Berlin Spandau","14089",13.1561279,52.4601705
"priv","Waldorf","Rudolf-Steiner-Schule Berlin","Berlin Steglitz-Zehlendorf","14195",13.2740961,52.4561831
"priv","Waldorf","Emil-Molt-Schule","Berlin Steglitz-Zehlendorf","14165",13.25739,52.41847
"priv","Waldorf","Johannes-Schule Berlin","Berlin Tempelhof-Schöneberg","10829",13.36686,52.48767
"priv","Waldorf","Freie Waldorfschule Berlin-Südost","Berlin Treptow-Köpenick","12439",13.53396,52.4528
"priv","Waldorf","Freie Interkulturelle Waldorfschule Berlin","Berlin Treptow-Köpenick","12439",13.4982936,52.4638447
"priv","Waldorf","Waldorfschule Märkisches Viertel Berlin","Berlin Reinickendorf","13439",13.3644533,52.6014585
"priv","Kirchlich","Evangelische Schule Berlin Mitte (Gemeinschaftsschule)","Berlin Mitte","10178",13.4059599,52.52274
"priv","Kirchlich","Katholische Schule Sankt Paulus (Grundschule)","Berlin Mitte","10551",13.33431,52.52787
"priv","Frei","Freie Schule am Mauerpark (Grundschule)","Berlin Mitte","13355",13.4012348,52.5407328
"priv","Frei","Ecole Voltaire (Grundschule)","Berlin Mitte","10785",13.3564932,52.5016455
"priv","Frei","Kristall Grundschule - Inklusive Grundschule in freier Trägerschaft","Berlin Mitte","13353",13.35905,52.54023
"priv","Kirchlich","Islamische Grundschule","Berlin Friedrichshain-Kreuzberg","10967",13.4212879,52.4908579
"priv","Frei","Freie Schule Kreuzberg (Grundschule)","Berlin Friedrichshain-Kreuzberg","10997",13.42907,52.50413
"priv","Frei","Berlin Bilingual School (Grundschule)","Berlin Friedrichshain-Kreuzberg","10249",13.4251754,52.5251785
"priv","Frei","KreativitätsGrundschule Berlin Friedrichshain","Berlin Friedrichshain-Kreuzberg","10243",13.4323583,52.5209384
"priv","Kirchlich","Evangelische Schule Berlin-Friedrichshain (Grundschule)","Berlin Friedrichshain-Kreuzberg","10249",13.4498441,52.5210408
"priv","Kirchlich","Evangelische Schule Pankow (Grundschule)","Berlin Pankow","13187",13.42252,52.58035
"priv","Frei","Freie Grundschule Pfefferwerk","Berlin Pankow","10439",13.4088784,52.5534383
"priv","Frei","dreieins-Grundschule Berlin-Pankow","Berlin Pankow","13088",13.4558728,52.5477023
"priv","Frei","Freie Integrative Montessori Grundschule Pankow","Berlin Pankow","13187",13.4134578,52.5684125
"priv","Frei","Freie Naturschule im StadtGUT (Grundschule)","Berlin Pankow","13159",13.3925271,52.6178428
"priv","Kirchlich","Evangelische Schule Berlin Buch (Grundschule)","Berlin Pankow","13125",13.490498,52.6385677
"priv","Kirchlich","Stephanus-Grundschule","Berlin Pankow","13086",13.4569971,52.5530654
"priv","Frei","Naturschule am Brosepark","Berlin Pankow","13156",13.40235,52.58467
"priv","Kirchlich","Katholische Schule Herz Jesu (Grundschule)","Berlin Charlottenburg-Wilmersdorf","14055",13.25288,52.51128
"priv","Frei","Schele-Schule (Grundschule)","Berlin Charlottenburg-Wilmersdorf","14052",13.2560537,52.5159896
"priv","Kirchlich","Heinz-Galinski-Schule (Grundschule)","Berlin Charlottenburg-Wilmersdorf","14055",13.2594131,52.5020645
"priv","Frei","Katholische Schule Sankt Ludwig (Grundschule)","Berlin Charlottenburg-Wilmersdorf","10719",13.3212704,52.4960435
"priv","Kirchlich","Evangelische Schule Wilmersdorf (Grundschule)","Berlin Charlottenburg-Wilmersdorf","10707",13.3091504,52.4940109
"priv","Frei","Erste Aktivschule Charlottenburg (Grundschule)","Berlin Charlottenburg-Wilmersdorf","10587",13.3110001,52.5187
"priv","Frei","Berlin British School (Grundschule)","Berlin Charlottenburg-Wilmersdorf","14055",13.23702,52.50843
"priv","Kirchlich","Jewish International School - Masorti-Grundschule","Berlin Charlottenburg-Wilmersdorf","10629",13.3015706,52.5004795
"priv","Kirchlich","Katholische Schule Bernhard Lichtenberg (Grundschule)","Berlin Spandau","13585",13.1932063,52.542822
"priv","Frei","Immanuel-Grundschule","Berlin Spandau","13589",13.15247,52.55
"priv","Frei","Freie Georgschule (Grundschule)","Berlin Spandau","13595",13.203744,52.5233552
"priv","Kirchlich","Katholische Schule Sankt Ursula (Grundschule)","Berlin Steglitz-Zehlendorf","14169",13.26441,52.43474
"priv","Frei","Johanna-Gerdes-Grundschule","Berlin Steglitz-Zehlendorf","14163",13.2283509,52.4378592
"priv","Frei","Private Kant-Schule (Grundschule)","Berlin Steglitz-Zehlendorf","12165",13.3136278,52.4591384
"priv","Frei","Internationale Montessorischule Berlin (Grundschule)","Berlin Steglitz-Zehlendorf","14109",13.1630282,52.4304983
"priv","Kirchlich","Katholische Schule Sankt Alfons (Grundschule)","Berlin Tempelhof-Schöneberg","12249",13.351295,52.4164552
"priv","Frei","Freie Schule in Berlin (Grundschule)","Berlin Tempelhof-Schöneberg","12105",13.3822324,52.4546531
"priv","Frei","Freie Schule Schöneberg (Grundschule)","Berlin Tempelhof-Schöneberg","10827",13.3544754,52.4856254
"priv","Kirchlich","Katholische Schule Sankt Marien (Grundschule)","Berlin Neukölln","12353",13.4618,52.42389
"priv","Frei","Bewegte Schule Köpenick (Grundschule)","Berlin Treptow-Köpenick","12555",13.5678894,52.4538632
"priv","Frei","Mosaik-Grundschule","Berlin Treptow-Köpenick","12439",13.52864,52.44465
"priv","Kirchlich","Evangelische Grundschule Friedrichshagen","Berlin Treptow-Köpenick","12587",13.6207287,52.4527368
"priv","Frei","W-I-R-Grundschule Pfefferwerk","Berlin Treptow-Köpenick","12557",13.5899306,52.4388823
"priv","Frei","KreativitätsGrundschule Berlin Treptow","Berlin Treptow-Köpenick","12439",13.5315911,52.4481029
"priv","Frei","BEST-Sabel-Grundschule Mahlsdorf","Berlin Marzahn-Hellersdorf","12623",13.6051001,52.4827237
"priv","Frei","Sabine-Ball-Grundschule","Berlin Marzahn-Hellersdorf","12627",13.616384,52.532489
"priv","Frei","BEST-Sabel-Grundschule Kaulsdorf","Berlin Marzahn-Hellersdorf","12619",13.600637,52.5188261
"priv","Kirchlich","dreieins-Grundschule Berlin-Kaulsdorf","Berlin Marzahn-Hellersdorf","12619",13.592077,52.5250695
"priv","Kirchlich","Katholische Schule Sankt Mauritius (Grundschule)","Berlin Lichtenberg","10365",13.4797801,52.50976
"priv","Frei","Evangelische Schule Lichtenberg (Grundschule)","Berlin Lichtenberg","10315",13.5129464,52.5047369
"priv","Frei","KreativitätsGrundschule Berlin Lichtenberg","Berlin Lichtenberg","10318",13.513448,52.4829388
"priv","Frei","Bilinguale Schule Phorms Berlin Mitte","Berlin Mitte","13355",13.3843489,52.5385529
"priv","Frei","Berlin Cosmopolitan School","Berlin Mitte","10119",13.4066203,52.5277684
"priv","Frei","Christburg Campus gGmbH","Berlin Pankow","10405",13.4281656,52.5352904
"priv","Kirchlich","Jüdische Traditionsschule","Berlin Charlottenburg-Wilmersdorf","14052",13.258,52.52466
"priv","Frei","Wilhelmstadt Schulen","Berlin Spandau","13593",13.1808648,52.5179531
"priv","Frei","Königin-Luise-Stiftung","Berlin Steglitz-Zehlendorf","14195",13.3023414,52.4603628
"priv","Frei","Bilinguale Schule Phorms Berlin Süd","Berlin Steglitz-Zehlendorf","14167",13.2838919,52.4203754
"priv","Frei","Freie Schule Anne-Sophie Berlin","Berlin Steglitz-Zehlendorf","14169",13.2623342,52.4375977
"priv","Kirchlich","Evangelische Schule Frohnau","Berlin Reinickendorf","13465",13.2832629,52.6316059
"priv","Kirchlich","Katholische Schule Salvator","Berlin Reinickendorf","13469",13.31287,52.60942
"priv","Frei","Private Goethe-Schulen","Berlin Reinickendorf","13435",13.3415154,52.6063382
